<DOC>	<DOC>+BDTag
21	21+NUM+CARD
yoklama	yokla+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM
üzerine	üzerine+ADV
,	,+PUNC
temel	temel+ADJ
taşımacılık	taşımacılık+NOUN+A3SG+PNON+NOM
ölçümünü	ölçüm+NOUN+A3SG+P3SG+ACC
onayladı	onayla+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Santa	Santa+NOUN+PROP+A3SG+PNON+NOM
Fe	Fe+NOUN+PROP+A3SG+PNON+NOM
Pacific	Pacific+NOUN+PROP+A3SG+PNON+NOM
Wall	Wall+NOUN+PROP+A3SG+PNON+NOM
Street	Street+NOUN+PROP+A3SG+PNON+NOM
sevilen	sev+VERB^DB+VERB+PASS+POS^DB+ADJ+PRESPART
bu	bu+DET
tür	tür+NOUN+A3SG+PNON+NOM
hikayelerdendir	hikaye+NOUN+A3PL+PNON+ABL^DB+VERB+ZERO+PRES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ve	ve+CONJ
neden	neden+ADV
hissedarlar	hissedar+NOUN+A3PL+PNON+NOM
tahmini	tahmini+ADJ
``	``+PUNC
değeri	değer+NOUN+A3SG+P3SG+NOM
gerçekleştirmek	gerçekleş+VERB^DB+VERB+CAUS+POS^DB+NOUN+INF+A3SG+PNON+NOM
için	için+POSTP+PCNOM
beklemeliler	bekle+VERB+POS+NECES+A3PL
?	?+PUNC
''	''+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bu	bu+DET
başka	başka+ADJ
bir	bir+DET
sebep	sebep+NOUN+A3SG+PNON+NOM
Street	Street+NOUN+PROP+A3SG+PNON+NOM
Santa	Santa+NOUN+PROP+A3SG+PNON+NOM
Fe	Fe+NOUN+PROP+A3SG+PNON+NOM
sevilendi	sev+VERB^DB+VERB+PASS+POS^DB+ADJ+PRESPART^DB+VERB+ZERO+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
O	o+DET
zaman	zaman+NOUN+A3SG+PNON+NOM
Santa	Santa+NOUN+PROP+A3SG+PNON+NOM
Fe	Fe+NOUN+PROP+A3SG+PNON+NOM
değeri	değer+NOUN+A3SG+PNON+ACC
nedir	ne+PRON+QUESP+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+COP+A3SG
?	?+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Santa	Santa+NOUN+PROP+A3SG+PNON+NOM
Fe	Fe+NOUN+PROP+A3SG+PNON+NOM
ayrıca	ayrıca+ADV
3.7	3.7+NUM+REAL
milyar	milyar+NUM+CARD
Dolar	dolar+NOUN+A3SG+PNON+NOM
borçtadır	borç+NOUN+A3SG+PNON+LOC^DB+VERB+ZERO+PRES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Fakat	fakat+CONJ
neden	neden+ADV
böyle	böyle+ADV
olması	ol+VERB+POS^DB+NOUN+INF2+A3SG+P3SG+NOM
açık	açık+ADJ
değildir	değil+ADJ^DB+VERB+ZERO+PRES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ve	ve+CONJ
emlak	emlak+NOUN+A3PL+PNON+NOM
genellikle	genellikle+ADV
kamu	kamu+NOUN+A3SG+PNON+NOM
mülkiyeti	mülkiyet+NOUN+A3SG+P3SG+NOM
altında	alt+NOUN+A3SG+P3SG+LOC
iyi	iyi+ADJ
satılmadı	sat+VERB^DB+VERB+PASS+NEG+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bazı	bazı+DET
analiz	analiz+NOUN+A3SG+PNON+NOM
uzmanları	uzman+NOUN+A3PL+P3SG+NOM
yükselmeye	yüksel+VERB+POS^DB+NOUN+INF2+A3SG+PNON+DAT
eğimli	eğim+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
kalacaktır	kal+VERB+POS+FUT+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Onun	o+PRON+PERS+A3SG+PNON+GEN
geçen	geçen+ADJ
raporu	rapor+NOUN+A3SG+P3SG+NOM
hisse	hisse+NOUN+A3SG+PNON+NOM
senedini	senet+NOUN+A3SG+P3SG+ACC
bir	bir+DET
``	``+PUNC
ambar	ambar+NOUN+A3SG+PNON+NOM
gibi	gibi+POSTP+PCNOM
ayırıyor	ayır+VERB+POS+PROG1+A3SG
.	.+PUNC
''	''+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Santa	Santa+NOUN+PROP+A3SG+PNON+NOM
Fe	Fe+NOUN+PROP+A3SG+PNON+NOM
Pacific	Pacific+NOUN+PROP+A3SG+PNON+NOM
-LRB-	-LRB-+PUNC
NYSE	NYSE+NOUN+PROP+A3SG+PNON+NOM
;	;+PUNC
Sembol	sembol+NOUN+A3SG+PNON+NOM
:	:+PUNC
SFX	SFX+NOUN+PROP+A3SG+PNON+NOM
-RRB-	-RRB-+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Business	Business+NOUN+PROP+A3SG+PNON+NOM
:	:+PUNC
Railroad	Railroad+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
doğal	doğal+ADJ
kaynaklar	kaynak+NOUN+A3PL+PNON+NOM
ve	ve+CONJ
emlak	emlak+NOUN+A3PL+PNON+NOM
</S>	</S>+ESTag
<S>	<S>+BSTag
Yıl	yıl+NOUN+A3SG+PNON+NOM
bitti	bit+VERB+POS+PAST+A3SG
Aralık	aralık+NOUN+PROP+A3SG+PNON+NOM
31	31+NUM+CARD
,	,+PUNC
1988	1988+NUM+CARD
:	:+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Gelir	gelir+NOUN+A3SG+PNON+NOM
:	:+PUNC
3.14	3.14+NUM+REAL
milyar	milyar+NUM+CARD
Dolar	dolar+NOUN+A3SG+PNON+NOM
</S>	</S>+ESTag
<S>	<S>+BSTag
Net	net+NOUN+A3SG+PNON+NOM
kayıp	kayıp+NOUN+A3SG+PNON+NOM
:	:+PUNC
46.5	46.5+NUM+REAL
milyar	milyar+NUM+CARD
Dolar	dolar+NOUN+A3SG+PNON+NOM
;	;+PUNC
30	30+NUM+CARD
sent	sent+NOUN+A3SG+PNON+NOM
bir	bir+DET
hisse	hisse+NOUN+A3SG+PNON+NOM
</S>	</S>+ESTag
<S>	<S>+BSTag
Üçüncü	üçüncü+ADJ
çeyrek	çeyrek+NOUN+A3SG+PNON+NOM
,	,+PUNC
Eylül	eylül+NOUN+PROP+A3SG+PNON+NOM
30	30+NUM+CARD
,	,+PUNC
1989	1989+NUM+CARD
:	:+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
ortalama	ortala+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM
günlük	gün+NOUN+A3SG+PNON+NOM^DB+ADJ+FITFOR
satış	sat+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM
hacmi	hacim+NOUN+A3SG+P3SG+NOM
:	:+PUNC
344.354	344.354+NUM+REAL
hisse	hisse+NOUN+A3SG+PNON+NOM
</S>	</S>+ESTag
<S>	<S>+BSTag
Üstlenme	üstlen+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM
Orkem'e	orkem+NOUN+PROP+A3SG+PNON+DAT
şirkette	şirket+NOUN+A3SG+PNON+LOC
bir	bir+DET
%	%+PERCENT
53.2	53.2+NUM+REAL
idare	idare+NOUN+A3SG+PNON+NOM
etme	et+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM
payı	pay+NOUN+A3SG+P3SG+NOM
verir	ver+VERB+POS+AOR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Intelogic	Intelogic+NOUN+PROP+A3SG+PNON+NOM
%	%+PERCENT
27.5	27.5+NUM+REAL
ödenmemiş	öden+VERB+NEG+NARR^DB+ADJ+ZERO
Datapoint'in	datapoint+NOUN+PROP+A3SG+PNON+GEN
ortak	ortak+ADJ
hisselerinden	hisse+NOUN+A3PL+P3SG+ABL
elinde	el+NOUN+A3SG+P3SG+LOC
tutuyor	tut+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
İşletme	işlet+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM
kârı	kâr+NOUN+A3SG+P3SG+NOM
%	%+PERCENT
35	35+NUM+CARD
,	,+PUNC
#	#+HASHTAG
3.8	3.8+NUM+REAL
milyar'a	milyar+NUM+CARD^DB+NOUN+ZERO+A3SG+PNON+DAT
düştü	düş+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
o	o+PRON+PERS+A3SG+PNON+NOM
``	``+PUNC
O	o+PRON+PERS+A3SG+PNON+NOM
kesin	kesin+ADJ
onun	o+PRON+PERS+A3SG+PNON+GEN
gibi	gibi+POSTP+PCNOM
kokuyor	kok+VERB+POS+PROG1+A3SG
,	,+PUNC
''	''+PUNC
dedi	de+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
O	o+PRON+PERS+A3SG+PNON+NOM
genellikle	genellikle+ADV
bekleniyor	bekle+VERB^DB+VERB+PASS+POS+PROG1+A3SG
olacaktır	ol+VERB+POS+FUT+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
İkinci	ikinci+ADJ
kademe	kademe+NOUN+A3SG+PNON+NOM
şirketler	şirket+NOUN+A3PL+PNON+NOM
tondan	ton+NOUN+A3SG+PNON+ABL
bile	bile+ADV
daha	daha+ADV
az	az+ADJ
alıyorlardır	al+VERB+POS+PROG1+A3PL+COP
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Her	her+DET
iki	iki+NUM+CARD
şirket	şirket+NOUN+A3SG+PNON+NOM
sürecin	süreç+NOUN+A3SG+PNON+GEN
LTV	LTV+NOUN+PROP+A3SG+PNON+NOM
ve	ve+CONJ
diğerleri	diğer+ADJ^DB+NOUN+ZERO+A3PL+PNON+ACC
ile	ile+POSTP+PCNOM
sözleşmeleri	söz+NOUN+A3SG+PNON+NOM^DB+VERB+BECOME+POS^DB+NOUN+INF2+A3PL+PNON+ACC
müzakere	müzakere+NOUN+A3SG+PNON+NOM
ediyorlar	et+VERB+POS+PROG1+A3PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
O	o+PRON+PERS+A3SG+PNON+NOM
aylarca	aylarca+ADV
fiyat	fiyat+NOUN+A3SG+PNON+NOM
artışına	art+VERB+POS^DB+NOUN+INF3+A3SG+P3SG+DAT
dayanacak	dayan+VERB+POS^DB+ADJ+FUTPART+PNON
diye	diye+POSTP+PCNOM
açık	açık+ADJ
olmayabilirdi	ol+VERB+NEG^DB+VERB+ABLE+AOR+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Kanal	kanal+NOUN+A3SG+PNON+NOM
6.5	6.5+NUM+REAL
milyon	milyon+NUM+CARD
eve	ev+NOUN+A3SG+PNON+DAT
ulaşıyor	ulaş+VERB+POS+PROG1+A3SG
,	,+PUNC
bir	bir+DET
Penney	Penney+NOUN+PROP+A3SG+PNON+NOM
sözcüsü	sözcü+NOUN+A3SG+P3SG+NOM
dedi	de+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
LUTHER	LUTHER+NOUN+PROP+A3SG+PNON+NOM
BURBANK	BURBANK+NOUN+PROP+A3SG+PNON+NOM
bitkileri	bitki+NOUN+A3PL+PNON+ACC
milyar	milyar+NUM+CARD
dolarlık	dolarlık+NOUN+A3SG+PNON+NOM
Idaho	Idaho+NOUN+PROP+A3SG+PNON+NOM
patatesi	patates+NOUN+A3SG+P3SG+NOM
üretmek	üre+VERB^DB+VERB+CAUS+POS^DB+NOUN+INF+A3SG+PNON+NOM
için	için+POSTP+PCNOM
çaprazlıyor	çaprazla+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ticari	ticari+ADJ
gen	gen+NOUN+A3SG+PNON+NOM
ayırma	ayır+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM
doğmuştur	doğ+VERB+POS+NARR+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Gezi	gezi+NOUN+A3SG+PNON+NOM
deneme	deneme+NOUN+A3SG+PNON+NOM
metrodan	metro+NOUN+A3SG+PNON+ABL
engelsiz	engel+NOUN+A3SG+PNON+NOM^DB+ADJ+WITHOUT
değildi	değil+ADJ^DB+VERB+ZERO+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Gen	gen+NOUN+A3SG+PNON+NOM
ayırma	ayır+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM
şimdi	şimdi+ADV
ilaç	ilaç+NOUN+A3SG+PNON+NOM
ticaretinde	ticaret+NOUN+A3SG+P3SG+LOC
bir	bir+DET
tamamlayıcı	tamamla+VERB+POS^DB+ADJ+AGT
kısımdır	kısım+NOUN+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Financiere	Financiere+NOUN+PROP+A3SG+PNON+NOM
de	de+CONJ
Paribas	Paribas+NOUN+PROP+A3SG+PNON+NOM
1.850	1.85+NUM+REAL
Fransız	fransız+ADJ
frankı	frank+NOUN+A3SG+P3SG+NOM
-LRB-	-LRB-+PUNC
297	297+NUM+CARD
Dolarlık	dolarlık+NOUN+A3SG+PNON+NOM
-RRB-	-RRB-+PUNC
bir	bir+DET
hissede	hisse+NOUN+A3SG+PNON+LOC
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bir	bir+DET
yıl	yıl+NOUN+A3SG+PNON+NOM
önce	önce+ADV
,	,+PUNC
Tokyo	tokyo+NOUN+PROP+A3SG+PNON+NOM
şirketinin	şirket+NOUN+A3SG+P3SG+GEN
35.38	35.38+NUM+REAL
milyar	milyar+NUM+CARD
yen	yen+NOUN+A3SG+PNON+NOM
vergi	vergi+NOUN+A3SG+PNON+NOM
öncesi	önce+NOUN+A3SG+P3SG+NOM
kârı	kâr+NOUN+A3SG+P3SG+NOM
vardı	var+ADJ^DB+VERB+ZERO+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Senate	Senate+NOUN+PROP+A3SG+PNON+NOM
Democrats	Democrats+NOUN+PROP+A3SG+PNON+NOM
buluşmayı	buluş+VERB+POS^DB+NOUN+INF2+A3SG+PNON+ACC
bugün	bugün+NOUN+A3SG+PNON+NOM
GOP	GOP+NOUN+PROP+A3SG+PNON+NOM
anlaşmasını	anlaş+VERB+POS^DB+NOUN+INF2+A3SG+P3SG+ACC
düşünüyor	düşün+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
U.K.	U.K.+NOUN+PROP+A3SG+PNON+NOM
satışları	sat+VERB+POS^DB+NOUN+INF3+A3SG+P3PL+NOM
geçen	geçen+ADJ
yılın	yıl+NOUN+A3SG+PNON+GEN
çeyreği	çeyrek+NOUN+A3SG+P3SG+NOM
için	için+POSTP+PCNOM
yaklaşık	yaklaşık+ADJ
3	3+NUM+CARD
milyon	milyon+NUM+CARD
Dolardı	dolar+NOUN+A3SG+PNON+NOM^DB+VERB+ZERO+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ayrıca	ayrıca+ADV
,	,+PUNC
SmithKline	SmithKline+NOUN+PROP+A3SG+PNON+NOM
Beecham	Beecham+NOUN+PROP+A3SG+PNON+NOM
1	1+NUM+CARD
3\/8	3\/8+NUM+FRACTION
39	39+NUM+CARD
1\/2'ye	1\/2+NUM+FRACTION^DB+NOUN+ZERO+A3SG+PNON+DAT
yükseldi	yüksel+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Sea	Sea+NOUN+PROP+A3SG+PNON+NOM
Containers	Containers+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
bir	bir+DET
yeniden	yeniden+ADV
yapılanma	yapı+NOUN+A3SG+PNON+NOM^DB+VERB+ACQUIRE+POS^DB+NOUN+INF2+A3SG+PNON+NOM
önerisi	öneri+NOUN+A3SG+P3SG+NOM
açığa	açık+ADJ^DB+NOUN+ZERO+A3SG+PNON+DAT
çıkınca	çık+VERB+POS^DB+ADV+WHEN
,	,+PUNC
1'den	1+NUM+CARD^DB+NOUN+ZERO+A3SG+PNON+ABL
62'ye	62+NUM+CARD^DB+NOUN+ZERO+A3SG+PNON+DAT
yükseldi	yüksel+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Armstrong	Armstrong+NOUN+PROP+A3SG+PNON+NOM
1\/8	1\/8+NUM+FRACTION
39	39+NUM+CARD
1\/8'e	1\/8+NUM+FRACTION^DB+NOUN+ZERO+A3SG+PNON+DAT
artırdı	art+VERB^DB+VERB+CAUS+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
ERC	ERC+NOUN+PROP+A3SG+PNON+NOM
Şirketi	şirket+NOUN+A3SG+P3SG+NOM
7\/8	7\/8+NUM+FRACTION
12'ye	12+NUM+CARD^DB+NOUN+ZERO+A3SG+PNON+DAT
yükseldi	yüksel+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ogden	Ogden+NOUN+PROP+A3SG+PNON+NOM
1	1+NUM+CARD
1\/4	1\/4+NUM+FRACTION
32	32+NUM+CARD
7\/8'e	7\/8+NUM+FRACTION^DB+NOUN+ZERO+A3SG+PNON+DAT
arttı	art+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Amerikan	amerikan+NOUN+A3SG+PNON+NOM
Döviz	döviz+NOUN+A3SG+PNON+NOM
Piyasa	piyasa+NOUN+A3SG+PNON+NOM
Değer	değer+NOUN+PROP+A3SG+PNON+NOM
Hisse	hisse+NOUN+A3SG+PNON+NOM
indeksi	indeks+NOUN+A3SG+P3SG+NOM
1.71	1.71+NUM+REAL
370.58'e	370.58+NUM+REAL^DB+NOUN+ZERO+A3SG+PNON+DAT
yükseldi	yüksel+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Tutar	tutar+NOUN+A3SG+PNON+NOM
hisseye	hisse+NOUN+A3SG+PNON+DAT
11820000	11820000+NUM+CARD
ulaştı	ulaş+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Cilcorp	Cilcorp+NOUN+PROP+A3SG+PNON+NOM
ayrıca	ayrıca+ADV
22	22+NUM+CARD
milyon	milyon+NUM+CARD
Dolar	dolar+NOUN+A3SG+PNON+NOM
Hunter'in	hunter+NOUN+PROP+A3SG+PNON+GEN
mevcut	mevcut+ADJ
borcundan	borç+NOUN+A3SG+P3SG+ABL
üstlenecektir	üstlen+VERB+POS+FUT+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
BUSH	bush+NOUN+PROP+A3SG+PNON+NOM
VE	ve+CONJ
GORBACHEV	GORBACHEV+NOUN+PROP+A3SG+PNON+NOM
gelecek	gel+VERB+POS^DB+ADJ+FUTPART+PNON
ay	ay+NOUN+A3SG+PNON+NOM
iki	iki+NUM+CARD
günlük	günlük+NOUN+A3SG+PNON+NOM
gayriresmi	gayriresmi+ADJ
konuşmalar	konuş+VERB+POS^DB+NOUN+INF2+A3PL+PNON+NOM
yapacaktır	yap+VERB+POS+FUT+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bir	bir+DET
simultane	simultane+ADJ
duyuru	duyuru+NOUN+A3SG+PNON+NOM
Moskova'da	moskova+NOUN+PROP+A3SG+PNON+LOC
yapılmıştır	yap+VERB^DB+VERB+PASS+POS+NARR+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
O	o+PRON+PERS+A3SG+PNON+NOM
yedi	yedi+NUM+CARD
yıllık	yıllık+NOUN+A3SG+PNON+NOM
dönemine	dönem+NOUN+A3SG+P3SG+DAT
9	9+NUM+CARD
Kasım'da	kasım+NOUN+PROP+A3SG+PNON+LOC
,	,+PUNC
Kenan	Kenan+NOUN+PROP+A3SG+PNON+NOM
Evren	evren+NOUN+PROP+A3SG+PNON+NOM
kazanınca	kazan+VERB+POS^DB+ADV+WHEN
başladı	başla+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Gelir	gelir+NOUN+A3SG+PNON+NOM
39.5	39.5+NUM+REAL
milyon	milyon+NUM+CARD
Dolar'dan	dolar+NOUN+PROP+A3SG+PNON+ABL
101.7	101.7+NUM+REAL
milyon	milyon+NUM+CARD
Dolar'a	dolar+NOUN+PROP+A3SG+PNON+DAT
arttı	art+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Hisseler	hisse+NOUN+A3PL+PNON+NOM
bu	bu+DET
yaz	yaz+NOUN+A3SG+PNON+NOM
her	her+DET
biri	bir+NUM+CARD^DB+NOUN+ZERO+A3SG+P3SG+NOM
14	14+NUM+CARD
Dolar'dan	dolar+NOUN+PROP+A3SG+PNON+ABL
ticarete	ticaret+NOUN+A3SG+PNON+DAT
başladı	başla+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Gelir	gelir+NOUN+A3SG+PNON+NOM
%	%+PERCENT
33	33+NUM+CARD
283.8	283.8+NUM+REAL
milyon	milyon+NUM+CARD
Dolar'dan	dolar+NOUN+PROP+A3SG+PNON+ABL
378.1	378.1+NUM+REAL
milyon	milyon+NUM+CARD
Dolar'a	dolar+NOUN+PROP+A3SG+PNON+DAT
yükseldi	yüksel+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Big	Big+NOUN+PROP+A3SG+PNON+NOM
Board	Board+NOUN+PROP+A3SG+PNON+NOM
yetkilileri	yetkili+NOUN+A3SG+P3PL+NOM
aleni	aleni+ADJ
açıklama	açıkla+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM
yapmak	yap+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
istemediler	iste+VERB+NEG+PAST+A3PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
O	o+PRON+PERS+A3SG+PNON+NOM
çalışamadı	çalış+VERB^DB+VERB+ABLE+NEG+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Fakat	fakat+CONJ
o	o+PRON+PERS+A3SG+PNON+NOM
ticaret	ticaret+NOUN+A3SG+PNON+NOM
programı	program+NOUN+A3SG+P3SG+NOM
üzerine	üzerine+ADV
her	her+DET
taraftan	taraf+NOUN+A3SG+PNON+ABL
heyecan	heyecan+NOUN+A3SG+PNON+NOM
elde	elde+NOUN+A3SG+PNON+NOM
etmektedir	et+VERB+POS+PROG2+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Her	her+DET
birinin	biri+PRON+QUANTP+A3SG+P3SG+GEN
farklı	fark+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
bir	bir+DET
gündemi	gündem+NOUN+A3SG+P3SG+NOM
vardır	var+ADJ^DB+VERB+ZERO+PRES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Biz	biz+PRON+PERS+A1PL+PNON+NOM
emir	emir+NOUN+A3SG+PNON+NOM
almışızdır	al+VERB+POS+NARR+A1PL+COP
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
O	o+DET
onları	o+PRON+PERS+A3PL+PNON+ACC
kurtarmaktan	kurtar+VERB+POS^DB+NOUN+INF+A3SG+PNON+ABL
farklıdır	fark+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH^DB+VERB+ZERO+PRES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ben	ben+PRON+PERS+A1SG+PNON+NOM
1970'e	1970+NUM+CARD^DB+NOUN+ZERO+A3SG+PNON+DAT
geri	geri+ADV
gitmek	git+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
isterdim	iste+VERB+POS+AOR+PAST+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Fakat	fakat+CONJ
biz	biz+PRON+PERS+A1PL+PNON+NOM
1970'e	1970+NUM+CARD^DB+NOUN+ZERO+A3SG+PNON+DAT
geri	geri+ADV
gidemiyoruz	git+VERB^DB+VERB+ABLE+NEG+PROG1+A1PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
``	``+PUNC
Japonya'nın	japonya+NOUN+PROP+A3SG+PNON+GEN
piyasaları	piyasa+NOUN+A3SG+P3PL+NOM
daha	daha+ADV
dengelidir	denge+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH^DB+VERB+ZERO+PRES+COP+A3SG
,	,+PUNC
''	''+PUNC
dedi	de+VERB+POS+PAST+A3SG
o	o+PRON+PERS+A3SG+PNON+NOM
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Döviz	döviz+NOUN+A3SG+PNON+NOM
bir	bir+DET
proaktif	proaktif+NOUN+A3SG+PNON+NOM
durum	durum+NOUN+A3SG+PNON+NOM
almalıdır	al+VERB+POS+NECES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bizim	biz+PRON+PERS+A1PL+PNON+NOM^DB+VERB+ZERO+PRES+A1SG
bir	bir+DET
Büyük	büyük+ADJ
problemimiz	problem+NOUN+A3SG+P1PL+NOM
vardır	var+ADJ^DB+VERB+ZERO+PRES+COP+A3SG
,	,+PUNC
ve	ve+CONJ
bu	bu+DET
problem	problem+NOUN+A3SG+PNON+NOM
iniş	in+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM
kalkışlardır	kalk+VERB+POS^DB+NOUN+INF3+A3PL+PNON+NOM^DB+ADV+SINCE
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Craig	Craig+NOUN+PROP+A3SG+PNON+NOM
Torres	Torres+NOUN+PROP+A3SG+PNON+NOM
bu	bu+DET
makale	makale+NOUN+A3SG+PNON+NOM
için	için+POSTP+PCNOM
katkıda	katkı+NOUN+A3SG+PNON+LOC
bulundu	bulun+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Hisse	hisse+NOUN+A3SG+PNON+NOM
fiyatları	fiyat+NOUN+A3PL+P3SG+NOM
Georgia	Georgia+NOUN+PROP+A3SG+PNON+NOM
Pacific	Pacific+NOUN+PROP+A3SG+PNON+NOM
teklifi	teklif+NOUN+A3SG+P3SG+NOM
piyasa'nın	piyasa+NOUN+PROP+A3SG+PNON+GEN
geçen	geçen+ADJ
sıkıntısını	sıkıntı+NOUN+A3SG+P3SG+ACC
kırması	kır+VERB+POS^DB+NOUN+INF2+A3SG+P3SG+NOM
itibariyle	itibari+NOUN+A3SG+PNON+INS
yükseldi	yüksel+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Dow	Dow+NOUN+PROP+A3SG+PNON+NOM
Jones	jones+NOUN+PROP+A3SG+PNON+NOM
sanayi	sanayi+NOUN+A3SG+PNON+NOM
41.60	41.6+NUM+REAL
